n12902211,北京73岁法轮功学员张淑香在迫害中离世
n13480081,西安封城逾十天 有市民冒险踏上逃亡路
n13481542,中国独立记者江雪写下西安封城日记
n13481711,特斯拉在新疆开设展厅 遭各界强烈谴责
n13481925,美染疫死亡率是中国八百倍？专家揭中共造假
n13483735,【新闻大家谈】疫情升温 出生率大降 中共心惊
n13481295,大连监狱非法霸占受害人尸体 律师：无人性
n13483902,冬奥前70天进入安保期 黑龙江禁访民进京
n13484289,多人报导疫情真相遭拘被失踪 中共怕什么
n13485981,习视察冬奥馆 分析：冬奥面临三重大问题
n13486510,呼吁“大病免费医疗”媒体人胡新成离奇失踪
n13486301,河南扩大限制 西安网民：官僚杀人 非病毒
n13486254,监狱极端精神摧残 法轮功学员官忠基命危
n13487006,孕妇求医被拒引民愤：人民不想要这样的政府
n13488272,【中国观察】冬奥会 中共防火墙将开一条缝
n13485930,屡遭酷刑性侵 法轮功学员仲淑娟被迫害致死
n13488967,声援李田田联署 发起人赵春红在京被强制带回
n13489183,上海孕妇控诉医院门诊隔离 延误治疗导致流产
n13489654,美议员致函Airbnb 要求其说明新疆房源
n13490014,西安封城乱象多 陆媒轰：重回计划经济时代
n13490309,中共逼藏民僧侣观看拆佛像 被指比塔利班更恶
n13488696,拒“转化” 八旬法轮功学员刘希永被迫害死
n13490898,沃尔玛下架新疆产品 遭中共舆论轰炸
n13490564,重庆警方施骗术抓人 访民赵亮被刑拘
n13492687,征集免费医疗万人签名 媒体人胡新成被抓
n13493049,玄武李田田菜娘娘三事件 用爱国制造仇恨
n13493151,《沉默呼声》全美上映在即 导演述背后故事
n13495606,郭飞雄妻在美病故 家人吁中共放人料理后事
n13495414,涉疫情言论 30人遭处罚 西安再登热搜第一
n13495811,分析：中共政法官员海内外面临清算
n13495075,2021年至少103名法轮功学员被迫害死
n13496354,前中共国家队队医出书 揭运动员服禁药内幕
n13494074,【独家】文件泄底 冬奥令西安防疫更极端
n13496485,英媒：汇丰持股公司与中共新疆暴行有关
n13497019,辽宁访民姜家文在公安部门前遭绑架
n13497734,【一线采访】天津变种病毒或扩散 全国排查
n13497829,宋玉生律师遭打压 王全璋代理词提三个焦点
n13497141,四川反共人士声援王靖渝后失联
n13499403,武汉前媒体人胡新成被控多项罪名批捕
n13499500,为法轮功学员辩护遭打压 人权律师据理力争
n13499952,法轮功学员再遭枉判 辩护律师：控告二审法官
n13500019,【名家专栏】中共与人权水火不容
n13501558,谢阳律师失踪 知情人：恐遭国保秘密抓捕
n13502627,网上学炼法轮功再掀热潮 逾五千人受益
n13503239,【一线采访】上海多地封控 市民质疑官方数据
n13505011,代理强拆纠纷案 王宇律师遭苏州法警殴打
n13505388,丹麦宣布外交抵制北京冬奥会
n13505548,张青去世 美国务院吁中共准许郭飞雄赴美
n13505996,操演“社会面清零” 西安用AI极权取悦北京
n13506395,伊宁一岁童随父母隔离每天哭 父母叹无助
n13506656,山东老人因强拆上访被拘 自费养老金遭冻结
n13506628,【内幕】党支部督阵下 运动员吃兴奋剂秘辛
n13504657,2021年获悉 至少553人迫害法轮功遭厄运
n13507183,美CBP用AI安检 两党议员担忧侵犯个人隐私
n13509835,郭飞雄遭逮捕 姐姐跟中共要人
n13508986,许那被判8年 律师：冬奥前中共侵害人权又一例
n13509238,数百港人苏格兰集会 声援香港新闻自由
n13510109,郭飞雄妻子张青追思会：中共是人间悲剧制造者
n13511486,中共清零之际返乡潮开始 各地管控升级
n13512063,洛城华人吁抵制北京冬奥 要求中共释放郭飞雄
n13512445,人权律师谢阳被以“寻衅滋事罪”刑拘
n13512816,夫妻进京买药遭遣返 妻被上海当局带走后失联
n13513860,北京为冬奥选手放宽互联网？澳洲：用自备WiFi
n13514140,王友群：北京市东城区法院院长赵军害人终害己
n13515901,【新闻大家谈】中共海外“猎狐” 撒多大网？
n13515893,抵制非法隔离 南京访民被困酒店外广场一天一夜
n13514496,美NGO：冬奥运动员在华得不到言论自由保护
n13513237,2021年逾两千名老年法轮功学员遭中共迫害
n13516184,上海开两会 小米总部等多地因疫情封控
n13515441,法轮功学员刘丽洁被关 律师：当局因恐惧报复
n13516920,冬奥会在即 前奥运选手吁IOC关注人权
n13517682,在网友评论区“翻车” 北京冬奥村一话题被撤
n13518452,法国议会：谴责中共对维吾尔人的种族灭绝
n13518734,河南县长称“恶意返乡 先隔离再拘留”遭反弹
n13518038,中共百种酷刑折磨 逼迫人放弃信仰真善忍
n13518849,中国男医生直播妇科手术 民众愤怒如潮
n13519911,人权组织曝中共胁迫万人回国的邪恶手段
n13516514,惠虎宇：影评——穿越生死的《沉默呼声》
n13520459,中共奥运前重判11名法轮功学员 律师谴责
n13520330,中共信任度全球第一？ 大陆民众：国际笑话
n13521327,在百度上遭屏蔽 NBA球星坎特：可笑又可悲
n13521294,11名法轮功学员遭重判 政要谴中共打压人权
n13521610,“流调中最辛苦中国人”引关注 网路悄降温
n13521806,美国谴责中共冬奥前重判11名法轮功学员
n13522036,国际邮件传播病毒？ 北京疾控专家说词惹疑
n13522417,各地防疫措施层层加码 中国民众返乡过年难
n13523343,临近冬奥会 贵州异议人士李任科失联
n13524318,【名家专栏】冬奥会前中共尽显其残酷卑劣
n13520765,74人遭判刑 专家：中共惧怕精英信仰真善忍
n13525612,湖南教师李田田发文宣布离开家鄕 文章被删
n13526799,清零政策下 许多中国家庭被迫三年分开过年
n13526543,再遭冤判三年 法轮功学员孙艳环面临非法收监
n13526862,北京冬奥会塑造天气：人工降雪 制造蓝天
n13528097,冬奥前各界聚焦中国人权 坎特：中共不是朋友
n13528472,“年不好过”济南市历下区教师集体讨薪
n13530701,维权人士朱承志出狱 友人欲迎接 遭国保阻拦
n13531307,中共打压活动空前 分析：担心冬奥表相被戳破
n13532563,不满中共践踏人权 林生亮义务为网民维权
n13531553,【内幕】疫情下 西安内部文件“空转”
n13534277,【一线采访】大陆一年半因疫死2人 军医揭谎言
n13534120,彭帅在哪？澳网女子决赛场外将发千件寻人T恤
n13534737,美国促北京改变对外交官的隔离和检测要求
n13535087,林生亮公益维权：让作恶的国家机器停止运转
n13535711,国际记者联合会向中共抗议 要求释放郭飞雄
n13536023,中共称去新疆不能调查 UN高专：须不受限前往
n13536743,蓬佩奥观看《沉默呼声》推荐大家都去看
n13535740,临近冬奥 中共加紧封锁言论 抓捕异己
n13537458,成都法轮功学员黄素兰遭秘审 仅数天死亡
n13538304,北京疫情加剧 大批市民健康码被“弹窗”
n13539246,吉林维权人士闫春凤女儿不堪压力自杀 被救下
n13540091,“我们不停止” 澳网决赛再现“彭帅在哪”T恤
n13540571,南宁黄金地段全村夷平 村民遭非法强拆投诉无门
n13543329,中共监控、人权和清零 冬奥选手处境复杂
n13543660,驻华外国记者受到中共更多恐吓 多人离境
n13544912,议员促美奥委会：保护冬奥会敢于发声运动员
n13546509,山西医大原院长王斌全被查 隐现活摘器官黑幕
n13546621,冬奥及“两会”临近 中共严控民众进京上访
n13546919,2022年新唐人中华传统武术大赛开始报名
n13547885,在海外遭中共威胁 异见人士向欧盟发声明
n13551200,除夕夜 中使馆等地现“自由香港”投影
n13551774,北京冬奥会在即 维权人士遭隔离绑架
n13552714,因冤假错案入狱 山东老人提罢免法官无果
n13553343,中共“清零”政策下 百姓年关难过
n13553569,佩洛西：谴责中共侵犯人权 美负有道德责任
n13554293,美议员：若运动员在冬奥会失踪 将制裁IOC
n13554130,林耶凡：冬奥会让中共加剧迫害异议人士
n13555509,中共极权极端防疫 藉清零迫害信仰团体
n13556123,洛杉矶华人忆父祖辈所经历的中共政治运动
n13556028,冬奥开幕日 多个团体渥太华抗议中共迫害人权
n13556124,指控三官涉嫌谋杀 河南邢望力被反污“诽谤”
n13556415,北京冬奥会背后的人权悲剧
n13556858,遭监控重病无法就医 赵春红寻善心人收养独子
n13557973,“铁链女”所在村被封 专家析拐卖妇女根源
n13558230,中国拐卖妇女案数量惊人 深层原因剖析
n13557724,冬奥开幕之际 美加议员再谴责中共活摘器官
n13558591,冬奥会再传不利消息 专家吁国际调查
n13559004,中共选维族选手当奥运火炬手 美批别有用心
n13559533,北京冬奥人权议题引洛杉矶港台侨民关注
n13559953,姚诚揭“八孩事件”背后产业链
n13558602,【名家专栏】北京钳制冬奥外国记者言论自由
n13536804,1828天“教育转化”黑龙江女子监狱黑幕
n13560730,吁关注拐卖妇女而非冬奥 新华社官员遭封杀
n13561006,健康码如影随形 中共治下的大数据监控
n13560692,八孩母案遭封杀 民众：体制之恶摧毁人伦
n13561444,彭帅最新受访 WTA：未减轻对她安全担忧
n13561348,冬奥选手需大量食物 外籍教练抱怨供餐不足
n13561822,中共用维族女孩当火炬手 白宫回应
n13562102,徐州八孩母调查惹疑 专家分析妇女拐卖问题
n13562184,华裔选手冬奥遭遇烦恼：血统是负担还是利好？
n13563418,北京冬奥 各地访民再遭暴力截访
n13563311,【拍案惊奇】冬奥现亡党征兆 400徐州官卖活人
n13563175,【名家专栏】中共千方百计收集美国人DNA
n13563556,【一线采访】遭同学拐卖 江苏女述恐怖经历
n13563192,中共惧怕社会精英有信仰 打压优秀教师
n13563655,法媒记者采访彭帅后 仍质疑她是否有自由
n13564363,李文亮去世两周年 洛杉矶华人吁释放公民记者
n13564825,美学者：中共列宁式刑罚体制30年原样未变
n13531687,一百个中国家庭故事——如果这一切不曾发生
n13567808,知情者：公民记者方斌被关在武汉江岸区看守所
n13569046,谷爱凌大热vs徐州8孩母悲剧 成舆论焦点
n13569660,美参议员：共产主义是癌症 不能让它蔓延
n13570425,司法护理专家：活摘器官造成广泛的受害群
n13570753,【新闻大家谈】变数迭起 中共二十大决战打响？
n13570783,徐州8孩母事件 分析：中共抛出个案压制舆论
n13570430,探望八孩母 网传“娘子军”车队遭警拦截
n13571165,中共隔离监禁异议人士“冬奥是重要政治事件”
n13571188,冬奥敏感期 中共加剧打压少数民族和异议人士
n13571892,新疆汉人披露35天集中营经历
n13572142,维权人士探望王藏家属 吁当局允许家庭团聚
n13572225,《盲山》导演：真实故事比电影更惨烈
n13572609,维权人士探望王藏夫妇四个留守孩子
n13572834,高一喜的故事和背后的惊人秘密
n13573003,徐州四次通报未解疑 探铁链女二志愿者被拘
n13570533,冬奥会前 中共藉“维稳”迫害法轮功学员
n13574593,姚诚营救大陆遭拐卖妇女实录
n13575145,中国为何存在“沉默的大多数” 学者析因
n13576192,【新闻大家谈】中共网军两千万 “人民战争”还魂
n13576256,香港新增2071感染病例 大陆仅26例受质疑
n13576350,美议员：国际奥委会无视中共活摘器官
n13576539,瑞典冬奥双金选手批中共侵犯人权 不应办奥运
n13576654,为八孩母发声 美籍华裔作家严歌苓遭封杀
n13576363,中共扣发养老金依据“见不得人的内部文件”
n13576585,分析：中共没能从冬奥赢得朋友或名声
n13576796,“无人权无奥运” 港台海外团体发声反迫害
n13576848,人权组织：IOC无法确保奥运制服不涉强迫劳动
n13578219,徐州导演：铁链女是李莹 有人不让她是李莹
n13578389,张展健康状况缓解 叮嘱父母保重身体
n13578656,铁链女案撕破浮华“盛世”评：应倒查30年
n13578965,天津政法书记赵飞突然转人大 引关注
n13578342,中共法院大量冤判 政法委“610”幕后操控
n13582276,多所高校为八孩母案连署 李恒青：人们已愤怒
n13583452,江苏宣布成立八孩母案调查组 网友不买账
n13584573,新年前后 三位女法轮功学员遭中共迫害死
n13585354,分析：只能有一种声音 中共不允许质疑谷爱凌
n13586065,关注人权 德国冬奥双金选手：再也不去中国
n13587047,“听哭了” 歌曲《不要我了》引网友共鸣
n13587980,中共满屏捧谷爱凌 封杀八孩母消息 网民不满
n13588127,体育组织促国奥会解决北京冬奥人权问题
n13589413,质疑洗脑大片《长津湖》 媒体人罗昌平被诉
n13589592,广西异议人士陆辉煌被抓 私人物品被搜走
n13588031,中企研发脑控武器 促美紧盯中共军事研究
n13587121,遭绑架不久即被中共迫害致死的法轮功学员
n13590654,《白毛女》曲调新编：八尺大铁链把我栓起来
n13590547,不让接儿出狱 新疆母亲窗台悬挂标语争人权
n13591317,铁链女下落不明 民谣“小花梅”令网友泪目
n13591404,调查还是维稳？徐州铁链女案网路管控升级
n13591735,【名家专栏】袭击法轮功的纽约暴徒与中共有关
