n12913851,业务员代刷7.79亿元保费 南山人寿遭重罚
n13536440,产业群聚优势 台科技园区2020年营收破3兆
n13536442,召开国安高层会议 蔡英文下达三大指示
n13536481,台湾代表团不参加北京冬奥开幕和闭幕仪式
n13537688,美高官将访立陶宛 支持其对抗中共经济胁迫
n13537360,秦刚称中美或因台湾爆冲突 美议员指他扮红脸
n13538326,赖清德与卡斯楚总统双边会谈 赠交防疫物资
n13538773,德国会国防委员会主席：德舰应穿越台海
n13539021,台美副总统同框 专家：台湾外交新里程碑
n13540101,过境旧金山 赖清德与佩洛西视讯电话
n13540307,【财商天下】中美晶片战 台湾最关键
n13541296,本土疫情未歇 陈时中：关注三大线四小案
n13541339,赖清德与美政要进行4场对谈 美关切如何减少对中依赖
n13541382,【疫情1.30】日韩日增病例创新高
n13541783,赖清德在美提购买疫苗曾受阻 中共跳脚回应
n13544231,蔡英文拜年 脸书分享与爱犬爱猫贺年图卡
n13543803,赵立坚称台湾无副总统 国民党呛中共恶意中伤
n13544673,【疫情1.31】澳大利亚感染和死亡人数下降
n13544482,赖清德：圆满达成出访任务 未来回想有意义
n13545491,【疫情2.1】世卫：大量医用COVID废物威胁健康
n13547230,应国际奥委会要求 台湾将参加北京冬奥开闭幕式
n13531530,蔡大雅：台湾 为世界点上光明之灯
n13547616,大乐透开头奖 台湾1人独得2.15亿元台币
n13548508,巾帼不让须眉 台女飞官领队拦截共机捍卫领空
n13549063,【新闻大家谈】北京冬奥贵宾名单 泄密中共困境
n13549247,组图：过年去哪玩 台湾精选国家公园攻略
n13548658,【疫情2.2】欧洲多国取消或放宽防疫限制
n13552061,赖清德出访前美国军舰行经台海 美军方证实
n13552137,“化学系春联”暗藏密码 台湾网友求解
n13552716,石原慎太郎辞世 专家：他在日本主张抗共保台
n13553304,蓝党史馆珍藏 孙中山遗牙、蒋中正礼杖等文物
n13552971,组图：台外交部发言人嫁台大教授 唯美婚纱照
n13554417,美两党议员提法案 推动台湾驻美代表处更名
n13554875,专家：中共或以朝鲜射弹威胁美国亚洲盟友
n13554723,加国前亚太国务卿谴责冬奥 吁捍卫中国人权
n13555185,过年共机频扰台 蔡总统视导军队感谢守护家园
n13555115,冬奥前 美前国安领导层倡全社会方式因应中共
n13554938,台特战菁英组成天威部队 专责测考反渗透能力
n13555420,【新闻大家谈】中共密谋突围？美印太再布局
n13555371,冬奥中共对台统战 陆委会吁台人珍惜民主自由
n13556524,台反诈资料库发威 清人脉追金流跨海剿灭诈团
n13556683,彭斯民收藏飞虎文物冠全台 拥49队员签名锦旗
n13556823,捐弱势看到感动一幕 台法务部执行铁腕有柔情
n13558140,反共也赚钱 台湾近五成出口产品销中国
n13558416,爱沙尼亚友台议员米林逝世 外交部：深感惋惜
n13558419,去年访台 斯国经济次长：遭中共阻拦
n13558363,特定台人乐当统战工具？ 专家：应厘清国家认同问题
n13558462,台疫情平稳并非疫苗 医曝疫调及隔离是关键
n13558472,台桃园增7移工确诊 高中小维持周五开学
n13558465,台本土新增14例 1例高雄引水人感染源待厘清
n13558507,汪洋提“民主协商” 台陆委会：企图消灭中华民国
n13558459,台股休市期间美股上涨近800点 开市上涨机会高
n13558621,台过年间油价不调整 14日起恢复正常
n13558619,台2种比特犬3月起禁养、输入
n13558605,减缓餐饮业压力 台原物料税免征、桶装瓦斯冻涨至4月底
n13558607,开工日锋面近 全台易有雨
n13558611,减少交通死亡人数 台立委提案立法
n13558614,地震救难 台国震中心2分钟内掌握灾损分布
n13558617,年后转职防诈骗 遵守3要7不
n13558296,【疫情2.6】土耳其总统夫妇确诊
n13531538,李天韵：“武统台湾” 中共必亡
n13559781,洪都拉斯总统确诊 台外交部：特使团筛检皆阴
n13559605,推翻中共暴政 洛城华人成立中华民国大陆政府
n13560344,劳动基金收益率9.65%  去年获利4511亿
n13560535,台湾东部海域发生5.5级地震
n13560651,台数位学位证书 20所大学今年首发
n13560649,应对少子化 台教部推公部门教保服务中心
n13560638,永丰余卫生纸 月底涨8%
n13560644,135年来首位女站长 台北站长胡咏芝就任
n13560588,台股开市涨225点 台积电涨8元
n13560629,稳定鸡蛋生产 台农委会推每台斤补助3元
n13560634,宏都拉斯总统确诊 赖清德快筛阴性
n13560632,汪洋又提民主协商 前国代戳破：就是一中牢笼
n13560699,朱立伦：九合一提名更多年轻世代参选
n13560714,IAEA氚废水调查团将赴日 台团时程研商中
n13560708,福岛食品议题 游锡堃：若符合三条件应支持
n13560331,【疫情2.7】澳洲向国际旅客重新开放边境
n13560653,疫情升温 企业仅一成八仍有春酒
n13560701,洪秀柱赴冬奥 朱立伦早知情
n13560596,印越菲泰移工 台湾2/15放行
n13560627,晶片荒影响车市 元月新车挂牌量年减逾2成
n13560452,出口可望再创新高 台国发会看好虎年经济表现
n13560460,公开收购世创破局 环球晶股价下跌逾6%
n13560636,开议先处理修宪 柯建铭：盼2月底或3月初院会表决
n13560829,福岛食品解禁？台政院8日记者会宣布
n13560581,宏都拉斯总统染疫 台外交部：特使团筛检皆阴性
n13560567,北市境外2例改列旅馆群聚 年后疫情观察至11日
n13560549,虎年开工 国泰金董座：今年将面临四大挑战
n13560591,机师不满居检5天声请提审 法官认定符合拘禁
n13560578,IC短缺稍解 去年第四季服务器出货季增2.9%
n13560585,本土+2均为隔离期满阴转阳  二级警戒延至2/28
n13560674,受蔡英文邀请 索马里外长将率团访台湾
n13560417,若面临战争 台湾高铁将纳入管制 加强运输
n13560593,立陶宛外长将访澳洲 分享抵挡中共胁迫经验
n13560711,助中企窃密建厂 台晶硕光学公司前员工遭起诉
n13561028,中国无人机飞越东引岛 台陆军：全程严密监控
n13561493,英国力挺立陶宛 加入欧盟在世贸状告中共
n13562043,美批准1亿美元对台军售案 强化台湾导弹防御
n13562725,福岛食品台湾解禁 矢板明夫：最不高兴是北京
n13562954,福食解禁 蓝批突袭开放 绿驳蓝反对无科学证据
n13562907,落实三原则  民众党：不反对福食进口
n13562933,美批准1亿美元军售 台湾感谢 中共称反对
n13562992,为食安把关 台湾基进：在野党应监督政府
n13562996,福岛食品解禁 蔡英文：台湾不会进口核食
n13563084,台卫福部预告调整日本食品输入管制措施
n13563075,国民党：捍卫食安 一步不让
n13563071,大摩改口喊买台积电 陆行之曝6大关键
n13563144,药明生物列美未经核实清单 股价暴跌逾25%
n13563239,放宽福岛五县食品进口 最快2月底公告生效
n13563237,疫情下硕士班招生笔试将近 大学提补救措施
n13563235,收心准备开学 心理师建议正念练习转移焦虑
n13563232,学习历程档案 调查：九成教授重学习成果
n13562599,【疫情2.8】香港疫情恶化 蔬菜短缺价涨
n13563287,索马里兰外长率团抵台湾 将晋见蔡英文
n13563098,中经院：美国升息只差扣下板机 将影响台股短期资金
n13563093,本土新增26例 板桥一家四口感染源仍不明
n13563096,台1例打莫德纳后亡 获30万救济金
n13563229,亚泥矿权展延争议 部落质疑咨商同意投票违法
n13563224,台桃机去年货运量创新高 今年可望再成长
n13562994,台积电熊本县设厂 日本拟配合调整铁路路线
n13563355,台新住民可帮未成年子女开数位存户
n13564578,欧盟推晶片法案 台外交部：具广大合作空间
n13564819,索马里兰外长会蔡英文：索台是非亚民主灯塔
n13565781,福食解禁民进党团吁朝野合作 国民党团：做不到
n13565779,非关税壁垒成障碍 工总：台商盼入CPTPP消弭
n13565775,民团发起为西藏自由而骑 立委到场声援
n13565465,福岛食品入校园？  陈吉仲：9成用国产
n13565555,晋见蔡英文 索马利兰外长：两国都是民主灯塔
n13565608,美准驻宏都拉斯大使 允致力强化台宏邦交
n13565579,台央广新任董监事名单揭晓 赖秀如接任董座
n13565708,电子股人气回笼 台股站上18100关卡
n13565679,台本土＋10     五人感染源不明
n13565641,日本福食酒品逐批检测 台财部：目前均为零辐射
n13565646,澳洲：无意为台湾办事处更名
n13565668,Omicron潜伏期短 台学者：未来可规划缩短检疫期
n13565671,台本土个案期满确诊不少 期满采检才被发现
n13565643,欧盟公布晶片法案 公开肯定台湾地位重要
n13565638,索国外长率团访台 经长盼强化台索经贸合作
n13565768,天弓飞弹混充中国制元件 苏紫云：危及性能与资讯安全
n13565772,黄郁婷惹议不断 黄捷：伤透了高雄人的心
n13565857,台农游券第2阶段抽奖 中奖率百分百
n13565840,全台建照量创26年新高 台南、高雄最强势
n13565843,食品加工鸡蛋优先调度 最快3月中下旬稳定供应
n13565829,台1月外汇存底续创高 美元买盘渐增汇市供需稳定
n13565848,不满公司化无诚信 台铁工会3月赴交通部抗议
n13565852,台中山大学申设国际金融研究学院 获教育部核准
n13565850,公共艺术大幅修法 台文化部：经费约增1.5倍
n13565964,北北桃校园确诊全校停课14天 陈时中：稍严应有配套
n13565682,台湾参与开发立方卫星 预定14日在印度发射
n13566069,谢金河：美企市值重新洗牌 中企市值大幅缩水
n13565926,台飞弹零件遭中制劣品掉包 检方起诉4嫌
n13567162,索国外长：强化索台关系 绝不因外部压力动摇
n13532828,本土增37例 感染源不明家族群聚足迹涉高屏、新北
n13567555,亚泥案露曙光 台政院：表示遗憾与歉意
n13568219,蓝拟修法防核食 绿：校园供膳优先买在地食材
n13568245,砸80亿美元印尼盖电动车厂 刘扬伟：并非鸿海全出资
n13568298,高雄引水人定序为Omicron 本土传播链计11条
n13568446,王美花吁稳定物价 业者：愿配合
n13568450,与罹难者家属面谈 苏贞昌承诺改革台铁
n13568444,台人沦统战样板 陆委会：促统老梗毫无新意
n13568460,阿罗哈不敌疫情 再次宣布2／19停驶
n13568466,远航质疑交通部违法废照 提告请求撤销处分败诉
n13568130,台外交部：索马利兰位处运输要冲 经贸潜能大
n13568101,俄乌冲突 台金研院：高通膨会比预期长
n13568182,台本土新增37例 新北电子厂增15例最多
n13568224,台下半年可解封出国？陈时中：难料
n13568178,开放福岛食品 时力吁将锶90纳检验标准
n13568248,台积电1月营收创单月新高 破1700亿元关卡
n13568457,疫情推升信用卡消费 去年刷破3.1兆创历史次高
n13568469,虎年房价 台4成民众认为“高不可攀”
n13568495,政院拍板修法 强化建物耐震
n13568491,师、生兼任导护危险多 全教总吁政院协调
n13568455,台北市府网域竟托管中国阿里云
n13568463,中国并购国家队来袭 民团警告：台美供应链存四大破口
n13568440,台故宫展示雍正皇帝亲批“台湾西瓜贡礼”奏折
n13568953,中共侵犯人权 立陶宛外长促各国站起来对抗
n13568692,《总统与我》出版 蒋经国亲民爱民 吁世界反共
n13569641,英国国会辩论 跨党派议员吁强化英台关系
n13569969,外长：索马里兰是主权国家 不由中共发号施令
n13570146,日媒引用黄明志《玻璃心》分析中共对台统战
n13570158,疫情下台国银积极布局 一银、合库续攻美市场
n13570155,SEMI：2021年全球硅晶圆出货、营收双创新高
n13570309,史上最强1月出口纪录！ 财政部：今年首季可望双位数成长
n13570364,确保鱼叉飞弹战力 台国军检修案延至2025年
n13570367,接轨CPTPP 台立委：还剩4项法案待审查
n13570362,王美花：晶片让台湾被看见 带动产业发展
n13570342,不受塞港缺柜影响 台湾国际商港去年货物装卸量创历史新高
n13570489,通膨压力重创美股 台股小跌
n13570480,杨文科：核食“零检出、要标示、设专区”
n13570484,英国会台湾辩论 跨党派议员吁强台英关系
n13570487,物价飙涨 1月CPI年增2.84%再破通膨警戒线
n13570436,2022盐水蜂炮 元宵节集中开炸除疫
n13570465,最新本土疫情分析 儿童染疫后发烧、咳嗽最多
n13570472,台湾中研院发表Omicron次世代疫苗
n13570458,索马利兰访团：盼台索友谊像101一样高
n13570461,台Omicron次世代疫苗 陈时中：令人振奋
n13570392,中共统战恐更密集 立委吁在成都世大运前修法
n13570469,最新基因定序出炉 板桥群聚“与桃机一致”
n13570463,松机采检站恐引发传染疑虑？ 指挥中心：独立空间及空调
n13570635,松绑冻涨禁令 鸡蛋产地价格每台斤调涨2元
n13570637,全台蛋荒蛋价涨 专家：应培育新品种鸡
n13570285,美日外长会谈 重申台海和平与安定重要性
n13570377,全球民主指数台湾排名第8 中国接近垫底
n13566468,夏祷：红色木马入城记
n13571209,美发布印太战略 誓言加强盟友合作 施压中共
n13572110,加日领袖通话 关切中共在台湾及南海区域行动
n13572145,美“印太战略”挺台 台湾：共同促进和平
